school_year,dpi_true_id,school_name,accurate_agency_type,overall_score,overall_rating,school_enrollment,sch_ach,sch_growth,sch_cg,sch_tgo,sch_ot,cfc_score,cfc_rating,cfc_ssm_score,cfc_ssm_rating,cfc_milwaukee_indicator
2021-22,0000_1770,Marquette University High,Private,79.6,Exceeds Expectations,97,88.7,75.5,NA,NA,90.5,NA,NA,NA,NA,1
2021-22,3332_9803,JEDI Virtual K-12,Non-Instrumentality Charter,70.6,Exceeds Expectations,375,66.5,67,NA,NA,82,NA,NA,NA,NA,0
2021-22,3332_0080,Marshall Early Learning Center,Traditional Public,NA,Alternate Rating - Satisfactory Progress,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-22,3332_0020,Marshall Elementary,Traditional Public,80.8,Exceeds Expectations,238,52.2,92.6,NA,86.7,80.2,NA,NA,NA,NA,0
2021-22,3332_0040,Marshall High,Traditional Public,51.9,Meets Few Expectations,297,43.5,44.2,NA,43.1,85.1,NA,NA,NA,NA,0
2021-22,3332_0060,Marshall Middle,Traditional Public,57,Meets Few Expectations,129,51,51.8,NA,47.2,77.9,NA,NA,NA,NA,0
2021-22,3339_0040,Grant Elementary,Traditional Public,80.2,Exceeds Expectations,597,79.5,71.7,NA,78.7,90.4,NA,NA,NA,NA,0
2021-22,3339_0080,Lincoln Elementary,Traditional Public,78.7,Exceeds Expectations,296,57.8,81.2,NA,72.6,86,NA,NA,NA,NA,0
2021-22,3339_0100,Madison Elementary,Traditional Public,69.5,Meets Expectations,269,66.1,63.2,NA,61.1,89,NA,NA,NA,NA,0
2021-22,3339_0120,Marshfield High,Traditional Public,68.5,Meets Expectations,1232,64.8,68.9,NA,53.9,92.8,NA,NA,NA,NA,0
2021-22,3339_0110,Marshfield Middle,Traditional Public,64.5,Meets Expectations,581,64.1,52.7,NA,54.7,87,NA,NA,NA,NA,0
2021-22,3339_0140,Nasonville Elementary,Traditional Public,75.1,Exceeds Expectations,293,83,57.5,NA,65.5,93.1,NA,NA,NA,NA,0
2021-22,3339_0180,Washington Elementary,Traditional Public,75.5,Exceeds Expectations,334,82.4,62.2,NA,61.7,93.4,NA,NA,NA,NA,0
2021-22,0000_1782,Martin Luther High,Private,64.7,Meets Expectations,519,43.5,67,NA,58.4,82.7,NA,NA,NA,NA,0
2021-22,0000_1785,Martin Luther School,Private,NA,NR-DATA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-22,0000_2880,Mary Queen of Saints Catholic Academy,Private,89.3,Significantly Exceeds Expectations,94,61.1,96.3,NA,NA,78.9,NA,NA,NA,NA,0
2021-22,3360_0100,Grayside Elementary,Traditional Public,60.4,Meets Expectations,218,58.9,52.7,NA,52.6,82.2,NA,NA,NA,NA,0
2021-22,3360_0410,iLEAD Individualized Leadership and Entrepreneurship Academic Discovery,Instrumentality Charter,57.1,Meets Few Expectations,94,29.7,50.8,NA,NA,90.9,NA,NA,NA,NA,0
2021-22,3360_0040,Lyndon Station Elementary,Traditional Public,NA,Alternate Rating - Satisfactory Progress,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-22,3360_0060,Mauston High,Traditional Public,65.2,Meets Expectations,405,55,64.1,NA,54.9,89.4,NA,NA,NA,NA,0
2021-22,3360_0110,Mauston Montessori Charter School,Instrumentality Charter,NA,Alternate Rating - Satisfactory Progress,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-22,3360_0020,Olson Middle,Traditional Public,74.2,Exceeds Expectations,281,58.2,76.5,NA,64.3,85.9,NA,NA,NA,NA,0
2021-22,3360_0080,West Side Elementary,Traditional Public,NA,Alternate Rating - Satisfactory Progress,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-22,3367_0080,Mayville High,Traditional Public,83.4,Significantly Exceeds Expectations,391,60.4,98.2,NA,87.4,92.2,NA,NA,NA,NA,0
2021-22,3367_0060,Mayville Middle,Traditional Public,75.7,Exceeds Expectations,398,67.2,74.6,NA,70.4,88.8,NA,NA,NA,NA,0
2021-22,3367_0090,Parkview Elementary,Traditional Public,NA,Alternate Rating - Needs Improvement,256,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-22,0000_1800,McDonell Central Catholic High,Private,68.9,Meets Expectations,41,63.8,NA,NA,NA,89.4,NA,NA,NA,NA,0
2021-22,3381_0020,Conrad Elvehjem Primary School,Traditional Public,NA,Alternate Rating - Needs Improvement,487,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-22,3381_0450,Destinations Career Academy of Wisconsin High,Non-Instrumentality Charter,60,Meets Expectations,149,45.6,56.5,NA,52.4,90.5,NA,NA,NA,NA,0
2021-22,3381_0060,Indian Mound Middle,Traditional Public,75.3,Exceeds Expectations,551,70.2,65.1,NA,71.5,91.4,NA,NA,NA,NA,0
2021-22,3381_0470,Insight School of Wisconsin High,Non-Instrumentality Charter,NA,Alternate Rating - Satisfactory Progress,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-22,3381_0080,McFarland High,Traditional Public,79.6,Exceeds Expectations,759,76.3,78.4,NA,74.2,94.4,NA,NA,NA,NA,0
2021-22,3381_0040,Waubesa Intermediate,Traditional Public,81.8,Exceeds Expectations,503,74.4,84.1,NA,84.7,89.3,NA,NA,NA,NA,0
2021-22,3381_0430,Wisconsin Virtual Academy High (WIVA),Non-Instrumentality Charter,51.3,Meets Few Expectations,1115,33.4,42.3,NA,48.3,85.8,NA,NA,NA,NA,0
2021-22,3381_0160,Wisconsin Virtual Academy K-8 (WIVA),Non-Instrumentality Charter,56.6,Meets Few Expectations,1353,39.6,43.2,NA,54.4,86.7,NA,NA,NA,NA,0
2021-22,3409_0180,Medford Elementary,Traditional Public,81.7,Exceeds Expectations,580,66.6,86,NA,NA,87.6,NA,NA,NA,NA,0
2021-22,3409_0220,Medford High,Traditional Public,70.6,Exceeds Expectations,705,56.7,71.7,NA,64,91.8,NA,NA,NA,NA,0
2021-22,3409_0240,Medford Middle,Traditional Public,68,Meets Expectations,626,60.6,61.3,NA,64.5,85.4,NA,NA,NA,NA,0
2021-22,3409_9100,Rural Virtual Academy,Instrumentality Charter,70.9,Exceeds Expectations,1669,66,61.3,NA,67.1,88.8,NA,NA,NA,NA,0
2021-22,3409_0320,Stetsonville Elementary,Traditional Public,68.7,Meets Expectations,194,73.1,58.4,NA,NA,88.2,NA,NA,NA,NA,0
2021-22,3427_0800,Mellen Public School,Traditional Public,61.6,Meets Expectations,270,53,50.8,NA,57.5,85.8,NA,NA,NA,NA,0
2021-22,3428_0020,Melrose-Mindoro Elementary,Traditional Public,69.3,Meets Expectations,399,69.9,60.3,NA,60.2,88.4,NA,NA,NA,NA,0
2021-22,3428_0040,Melrose-Mindoro Junior/Senior High,Traditional Public,58.8,Meets Expectations,357,55.6,53.7,NA,46.8,78.9,NA,NA,NA,NA,0
2021-22,3430_0160,Banta School,Traditional Public,70.9,Exceeds Expectations,174,51.8,69.8,NA,NA,86.8,NA,NA,NA,NA,0
2021-22,3430_0040,Butte des Morts Elementary,Traditional Public,73.1,Exceeds Expectations,285,54.8,71.7,NA,68.9,83.6,NA,NA,NA,NA,0
2021-22,3430_0060,Clovis Grove Elementary,Traditional Public,71.3,Exceeds Expectations,461,64.9,69.8,NA,63.4,84.9,NA,NA,NA,NA,0
2021-22,3430_0800,Fox Valley Virtual School,Instrumentality Charter,NA,Alternate Rating - Satisfactory Progress,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-22,3430_0120,Gegan Elementary,Traditional Public,69.1,Meets Expectations,234,45.4,67,NA,NA,81.8,NA,NA,NA,NA,0
2021-22,3430_0080,Jefferson Elementary,Traditional Public,NA,Alternate Rating - Satisfactory Progress,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-22,3430_0020,Maplewood Middle,Traditional Public,62.3,Meets Expectations,744,50.5,60.3,NA,52.3,80.2,NA,NA,NA,NA,0
2021-22,3430_0100,Menasha High,Traditional Public,65.7,Meets Expectations,963,51.3,67.9,NA,54.9,88.8,NA,NA,NA,NA,0
2021-22,3430_0140,Nicolet Elementary,Traditional Public,78.5,Exceeds Expectations,97,72.7,75.5,NA,NA,88.9,NA,NA,NA,NA,0
2021-22,3434_0020,Keshena Primary,Traditional Public,46.1,Fails to Meet Expectations,432,12.4,49.8,NA,35.5,56.8,NA,NA,NA,NA,0
2021-22,3434_0040,Menominee Indian High,Traditional Public,63.3,Meets Expectations,346,13.4,65.1,NA,NA,76.8,NA,NA,NA,NA,0
2021-22,3434_0060,Menominee Indian Middle,Traditional Public,44.9,Fails to Meet Expectations,179,10.6,43.2,NA,33.9,65.9,NA,NA,NA,NA,0
2021-22,3437_0040,Benjamin Franklin Elementary and Early Learning Center,Traditional Public,NA,Alternate Rating - Satisfactory Progress,583,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-22,3437_0110,Menomonee Falls High,Traditional Public,80.5,Exceeds Expectations,1319,69.6,85,NA,81.3,95.4,NA,NA,NA,NA,0
2021-22,3437_0220,North Middle,Traditional Public,65.2,Meets Expectations,843,66.8,57.5,NA,48.1,85.5,NA,NA,NA,NA,0
2021-22,3437_0065,Riverside Elementary,Traditional Public,74.4,Exceeds Expectations,398,76.6,60.3,NA,62.7,90.6,NA,NA,NA,NA,0
2021-22,3437_0200,Shady Lane Elementary,Traditional Public,NA,Alternate Rating - Satisfactory Progress,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-22,3437_0085,Valley View Elementary,Traditional Public,71.2,Exceeds Expectations,344,76.7,50.8,NA,58,89.1,NA,NA,NA,NA,0
2021-22,3444_0060,Downsville Elementary,Traditional Public,73.2,Exceeds Expectations,100,57.1,73.6,NA,NA,86.1,NA,NA,NA,NA,0
2021-22,3444_0110,Knapp Elementary,Traditional Public,72.5,Exceeds Expectations,95,59.3,73.6,NA,NA,87.8,NA,NA,NA,NA,0
2021-22,3444_0180,Menomonie High,Traditional Public,60.7,Meets Expectations,1045,55,58.4,NA,49.4,85.6,NA,NA,NA,NA,0
2021-22,3444_0160,Menomonie Middle,Traditional Public,73.6,Exceeds Expectations,709,63.1,77.4,NA,66,85.3,NA,NA,NA,NA,0
2021-22,3444_0210,Oaklawn Elementary,Traditional Public,71.7,Exceeds Expectations,354,67.8,66.9,NA,62,90.3,NA,NA,NA,NA,0
2021-22,3444_0220,River Heights Elementary,Traditional Public,71.5,Exceeds Expectations,416,53.6,71.7,NA,63.3,82.9,NA,NA,NA,NA,0
2021-22,3444_0020,Wakanda Elementary,Traditional Public,83.4,Significantly Exceeds Expectations,381,70.2,86.9,NA,84.9,86.6,NA,NA,NA,NA,0
2021-22,3479_0020,Donges Bay Elementary,Traditional Public,90.2,Significantly Exceeds Expectations,424,92.2,82.2,NA,84.8,94.3,NA,NA,NA,NA,0
2021-22,3479_0060,Homestead High,Traditional Public,86.5,Significantly Exceeds Expectations,1262,84.4,91.7,NA,82.5,93.9,NA,NA,NA,NA,0
2021-22,3479_0080,Lake Shore Middle,Traditional Public,86.1,Significantly Exceeds Expectations,337,89,76.5,NA,76.6,93.2,NA,NA,NA,NA,0
2021-22,3479_0100,Oriole Lane Elementary,Traditional Public,87,Significantly Exceeds Expectations,455,92.9,65.1,NA,76.9,94.5,NA,NA,NA,NA,0
2021-22,3479_0140,Steffen Middle,Traditional Public,80.9,Exceeds Expectations,396,80.9,76.4,NA,72,91.4,NA,NA,NA,NA,0
2021-22,3479_0160,Wilson Elementary,Traditional Public,81.5,Exceeds Expectations,630,85.5,62.2,NA,68.1,93.3,NA,NA,NA,NA,0
2021-22,3484_0040,Mercer School,Traditional Public,54.5,Meets Few Expectations,110,52.4,38.5,NA,49.9,97.2,NA,NA,NA,NA,0
2021-22,3500_0800,Bridges Virtual Academy,Instrumentality Charter,81.4,Exceeds Expectations,832,70,82.2,NA,82.3,91.3,NA,NA,NA,NA,0
2021-22,3500_0190,Kate Goodrich Elementary,Traditional Public,NA,Alternate Rating - Satisfactory Progress,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-22,3500_0400,Merrill Adult Diploma Academy,Instrumentality Charter,NA,Alternate Rating - Satisfactory Progress,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-22,3500_0140,Merrill High,Traditional Public,60.9,Meets Expectations,794,46,62.2,NA,54.4,87.8,NA,NA,NA,NA,0
2021-22,3500_0260,Prairie River Middle,Traditional Public,66,Meets Expectations,656,53.2,68.9,NA,57.4,80.3,NA,NA,NA,NA,0
2021-22,3500_0220,Washington Elementary,Traditional Public,71.9,Exceeds Expectations,236,73.7,63.2,NA,NA,88.9,NA,NA,NA,NA,0
2021-22,3528_0020,Merton Intermediate,Traditional Public,88.7,Significantly Exceeds Expectations,361,87.5,80.3,NA,87.5,94.4,NA,NA,NA,NA,0
2021-22,3528_0040,Merton Primary,Traditional Public,90.5,Significantly Exceeds Expectations,503,92.3,68.9,NA,NA,94.6,NA,NA,NA,NA,0
2021-22,0000_1606,Messmer Catholic Schools,Private,65.2,Meets Expectations,1268,23.2,70.8,NA,62.7,65.9,NA,NA,NA,NA,1
2021-22,3549_0400,Clark Street Community School,Instrumentality Charter,61.8,Meets Expectations,105,60.3,58.4,NA,NA,70.4,NA,NA,NA,NA,0
2021-22,3549_0040,Elm Lawn Elementary,Traditional Public,90.6,Significantly Exceeds Expectations,338,92.4,83.1,NA,NA,92.4,NA,NA,NA,NA,0
2021-22,3549_0050,Glacier Creek Middle,Traditional Public,77.7,Exceeds Expectations,938,77.9,74.6,NA,68.2,88.7,NA,NA,NA,NA,0
2021-22,3549_0030,Kromrey Middle,Traditional Public,73.7,Exceeds Expectations,1202,80.8,76.4,NA,59.3,76.4,NA,NA,NA,NA,0
2021-22,3549_0060,Middleton High,Traditional Public,79.6,Exceeds Expectations,2271,85.4,83.1,NA,62.2,89.2,NA,NA,NA,NA,0
2021-22,3549_0090,Northside Elementary,Traditional Public,85.5,Significantly Exceeds Expectations,371,90.8,53.7,NA,NA,94.9,NA,NA,NA,NA,0
2021-22,3549_0100,Park Elementary,Traditional Public,80.4,Exceeds Expectations,253,78.4,69.8,NA,NA,91.9,NA,NA,NA,NA,0
2021-22,3549_0170,Pope Farm Elementary,Traditional Public,91.3,Significantly Exceeds Expectations,429,91.9,80.3,NA,NA,93.7,NA,NA,NA,NA,0
2021-22,3549_0120,Sauk Trail Elementary,Traditional Public,72.9,Exceeds Expectations,388,69.5,69.8,NA,NA,82.7,NA,NA,NA,NA,0
2021-22,3549_0150,Sunset Ridge Elementary,Traditional Public,86.4,Significantly Exceeds Expectations,298,91.3,48.9,NA,NA,93.6,NA,NA,NA,NA,0
2021-22,3549_0160,West Middleton Elementary,Traditional Public,83.4,Significantly Exceeds Expectations,344,79.7,86.9,NA,NA,86.3,NA,NA,NA,NA,0
2021-22,8145_8145,Milestone Democratic School,2r/2x Charter,NA,Alternate Rating - Satisfactory Progress,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-22,3612_0040,Consolidated Elementary,Traditional Public,NA,Alternate Rating - Satisfactory Progress,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2021-22,3612_0080,East Elementary,Traditional Public,73.1,Exceeds Expectations,417,67.3,NA,NA,NA,90.3,NA,NA,NA,NA,0
2021-22,3612_0160,Harmony Elementary,Traditional Public,85.8,Significantly Exceeds Expectations,296,83.4,NA,NA,NA,92.8,NA,NA,NA,NA,0
2021-22,3612_0100,Milton High,Traditional Public,63.8,Meets Expectations,1074,59.8,60.3,NA,50.1,92.4,NA,NA,NA,NA,0
2021-22,3612_0120,Milton Middle,Traditional Public,60.9,Meets Expectations,480,62,50.8,NA,41.5,85.6,NA,NA,NA,NA,0
2021-22,3612_0130,Northside Intermediate,Traditional Public,77,Exceeds Expectations,722,75,73.6,NA,68.1,95.5,NA,NA,NA,NA,0
2021-22,3612_0140,West Elementary,Traditional Public,77,Exceeds Expectations,340,72.9,NA,NA,NA,89.3,NA,NA,NA,NA,0
2021-22,3619_0316,Academy of Accelerated Learning,Traditional Public,NA,Alternate Rating - Needs Improvement,581,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2021-22,3619_0162,ALBA - Academia de Lenguaje y Bellas Artes,Instrumentality Charter,73.8,Exceeds Expectations,568,39.2,74.6,NA,69.8,83.4,NA,NA,NA,NA,1
2021-22,3619_0075,Alcott Elementary,Traditional Public,68.1,Meets Expectations,248,34.3,69.8,NA,NA,73.8,NA,NA,NA,NA,1
2021-22,3619_0073,Allen-Field Elementary,Traditional Public,57.1,Meets Few Expectations,486,19.5,58.4,NA,NA,64.8,NA,NA,NA,NA,1
2021-22,3619_0413,Alliance School of Milwaukee,Instrumentality Charter,NA,Alternate Rating - Needs Improvement,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2021-22,3619_0215,Andrew S Douglas Middle,Traditional Public,37.3,Fails to Meet Expectations,219,5.9,46.1,NA,21.6,43.3,NA,NA,NA,NA,1
2021-22,3619_1063,ASSATA High,Partnership,NA,Alternate Rating - Needs Improvement,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2021-22,3619_0434,Audubon Technology and Communication High,Traditional Public,55.5,Meets Few Expectations,385,19.2,56.5,NA,49,71.2,NA,NA,NA,NA,1
2021-22,3619_0041,Audubon Technology and Communication Middle,Traditional Public,45.1,Fails to Meet Expectations,442,17,44.2,NA,37.4,60.1,NA,NA,NA,NA,1
2021-22,3619_0077,Auer Avenue Elementary,Traditional Public,16.6,Fails to Meet Expectations,168,6.3,NA,NA,NA,47.5,NA,NA,NA,NA,1
2021-22,3619_0432,Banner Preparatory School of Milwaukee,Partnership,NA,Alternate Rating - Satisfactory Progress,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2021-22,3619_0188,Barbee Elementary,Traditional Public,52.8,Meets Few Expectations,312,13.2,54.6,NA,NA,59.9,NA,NA,NA,NA,1
2021-22,3619_0081,Barton Elementary,Traditional Public,NA,Alternate Rating - Satisfactory Progress,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2021-22,3619_0012,Bay View High,Traditional Public,38.4,Fails to Meet Expectations,904,13.2,37.5,NA,33.7,53.4,NA,NA,NA,NA,1
2021-22,3619_0112,Bay View Montessori School,Traditional Public,80.9,Exceeds Expectations,435,67.2,87.9,NA,78.3,93.4,NA,NA,NA,NA,1
2021-22,3619_0356,Bethune Academy,Traditional Public,65.7,Meets Expectations,604,18.7,80.3,NA,56.5,58,NA,NA,NA,NA,1
2021-22,3619_0014,Bradley Technology High,Traditional Public,46.9,Fails to Meet Expectations,1035,10,52.7,NA,40.5,51.5,NA,NA,NA,NA,1
2021-22,3619_0089,Brown Street Academy,Traditional Public,47.2,Fails to Meet Expectations,253,7.9,48.9,NA,NA,54.5,NA,NA,NA,NA,1
2021-22,3619_0092,Browning Elementary,Traditional Public,50.9,Meets Few Expectations,259,12.4,55.6,NA,NA,49.8,NA,NA,NA,NA,1
2021-22,3619_0093,Bruce Elementary,Traditional Public,29.8,Fails to Meet Expectations,267,16.9,NA,NA,NA,68.5,NA,NA,NA,NA,1
2021-22,3619_0094,Bryant Elementary,Traditional Public,67,Meets Expectations,206,20.4,75.5,NA,NA,58.1,NA,NA,NA,NA,1
2021-22,3619_0095,Burbank Elementary,Traditional Public,55.2,Meets Few Expectations,511,27.6,55.6,NA,45.7,69.4,NA,NA,NA,NA,1
2021-22,3619_0098,Burdick Elementary,Traditional Public,61.4,Meets Expectations,523,43.2,55.6,NA,58.1,80.8,NA,NA,NA,NA,1
2021-22,3619_0407,Carmen High School of Science and Technology South Campus,Non-Instrumentality Charter,82.7,Exceeds Expectations,378,39.6,84.1,NA,83.3,89.8,NA,NA,NA,NA,1
2021-22,3619_0451,Carmen High School of Science and Technology Southeast Campus,Non-Instrumentality Charter,45.9,Fails to Meet Expectations,785,22.6,39.4,NA,36.6,80.3,NA,NA,NA,NA,1
2021-22,3619_0444,Carmen Middle/High School of Science and Technology Northwest Campus,Non-Instrumentality Charter,58,Meets Expectations,675,21.6,58.4,NA,54,68.7,NA,NA,NA,NA,1
2021-22,3619_0108,Carson Academy,Traditional Public,45.3,Fails to Meet Expectations,359,8.1,49.9,NA,NA,44.1,NA,NA,NA,NA,1
2021-22,3619_0178,Carver Academy,Traditional Public,74.5,Exceeds Expectations,326,15.9,87.9,NA,72.8,63.7,NA,NA,NA,NA,1
2021-22,3619_0104,Cass Street Elementary,Traditional Public,53.6,Meets Few Expectations,325,14.3,62.2,NA,41.3,58.4,NA,NA,NA,NA,1
2021-22,3619_0110,Clarke Street Elementary,Traditional Public,64.1,Meets Expectations,225,9.4,78.4,NA,NA,41.7,NA,NA,NA,NA,1
2021-22,3619_0114,Clemens Elementary,Traditional Public,59.4,Meets Expectations,303,17.6,64.1,NA,NA,59.4,NA,NA,NA,NA,1
2021-22,3619_0113,Clement Avenue Elementary,Traditional Public,60.5,Meets Expectations,313,40.8,60.3,NA,50.1,75.1,NA,NA,NA,NA,1
2021-22,3619_0116,Congress Elementary,Traditional Public,58.8,Meets Expectations,726,17.7,67,NA,55.9,55,NA,NA,NA,NA,1
2021-22,3619_0117,Cooper Elementary,Traditional Public,75.8,Exceeds Expectations,459,61.6,74.6,NA,72.5,85.8,NA,NA,NA,NA,1
2021-22,3619_0501,Craig Montessori School,Traditional Public,70.2,Exceeds Expectations,291,16.7,76.4,NA,NA,69.7,NA,NA,NA,NA,1
2021-22,3619_0122,Curtin Elementary,Traditional Public,70.1,Exceeds Expectations,310,33.9,75.5,NA,63.2,74.5,NA,NA,NA,NA,1
2021-22,3619_0125,Doerfler Elementary,Traditional Public,64.1,Meets Expectations,509,19.8,72.7,NA,56.4,65.2,NA,NA,NA,NA,1
2021-22,3619_0143,Eighty-First Street Elementary,Traditional Public,NA,Alternate Rating - Needs Improvement,322,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2021-22,3619_0148,Elm Creative Arts Elementary,Traditional Public,50.4,Meets Few Expectations,259,10.5,52.7,NA,NA,56,NA,NA,NA,NA,1
2021-22,3619_0150,Emerson Elementary,Traditional Public,61.8,Meets Expectations,204,16.1,67.9,NA,NA,59.2,NA,NA,NA,NA,1
2021-22,3619_0152,Engleburg Elementary,Traditional Public,72.6,Exceeds Expectations,300,29.8,83,NA,NA,57.5,NA,NA,NA,NA,1
2021-22,3619_0155,Fairview Elementary,Traditional Public,77.6,Exceeds Expectations,602,44.6,83.1,NA,72.9,79,NA,NA,NA,NA,1
2021-22,3619_0158,Fernwood Montessori,Traditional Public,77.9,Exceeds Expectations,758,61.8,85,NA,82.5,89.6,NA,NA,NA,NA,1
2021-22,3619_0170,Fifty-Third Street Elementary,Traditional Public,53.7,Meets Few Expectations,331,11.7,67,NA,38.3,53.4,NA,NA,NA,NA,1
2021-22,3619_0173,Forest Home Elementary,Traditional Public,63.3,Meets Expectations,597,27.4,67.9,NA,NA,61.7,NA,NA,NA,NA,1
2021-22,3619_0179,Franklin Elementary,Traditional Public,58.6,Meets Expectations,362,10.1,70.8,NA,51.4,53.6,NA,NA,NA,NA,1
2021-22,3619_0182,Fratney Elementary,Traditional Public,55.4,Meets Few Expectations,448,27.5,51.8,NA,NA,73.3,NA,NA,NA,NA,1
2021-22,3619_0185,Gaenslen Elementary,Traditional Public,58.3,Meets Expectations,646,8.8,62.2,NA,57.7,61.7,NA,NA,NA,NA,1
2021-22,3619_0191,Garland Elementary,Traditional Public,NA,Alternate Rating - Needs Improvement,530,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2021-22,3619_0176,Golda Meir School,Traditional Public,78.1,Exceeds Expectations,1160,61.4,79.3,NA,83.2,84.6,NA,NA,NA,NA,1
2021-22,3619_0192,Goodrich Elementary,Traditional Public,30.7,Fails to Meet Expectations,301,19.8,NA,NA,NA,63.4,NA,NA,NA,NA,1
2021-22,3619_0410,Grandview High,Partnership,13.5,Fails to Meet Expectations,220,8.4,NA,NA,NA,33.8,NA,NA,NA,NA,1
2021-22,3619_0193,Grant Elementary,Traditional Public,52.3,Meets Few Expectations,532,27.4,51.8,NA,41.3,69.3,NA,NA,NA,NA,1
2021-22,3619_0196,Grantosa Drive Elementary,Traditional Public,57.1,Meets Few Expectations,545,11.7,65.1,NA,51.6,57.2,NA,NA,NA,NA,1
2021-22,3619_0454,Green Tree Preparatory Academy,Instrumentality Charter,29,Fails to Meet Expectations,363,8.6,29,NA,13.8,48.3,NA,NA,NA,NA,1
2021-22,3619_0202,Greenfield Bilingual,Traditional Public,59.6,Meets Expectations,540,33.5,64.1,NA,43,73.5,NA,NA,NA,NA,1
2021-22,3619_0236,Groppi High,Traditional Public,NA,Alternate Rating - Satisfactory Progress,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2021-22,3619_0018,Hamilton High,Traditional Public,55.5,Meets Few Expectations,1360,14.6,60.3,NA,54.5,56.3,NA,NA,NA,NA,1
2021-22,3619_0205,Hampton Elementary,Traditional Public,78.5,Exceeds Expectations,164,26.8,93.6,NA,NA,53.1,NA,NA,NA,NA,1
2021-22,3619_0880,HAPA-Hmong American Peace Academy K3-12,Non-Instrumentality Charter,72.4,Exceeds Expectations,1771,53.6,72.7,NA,63.3,84.8,NA,NA,NA,NA,1
2021-22,3619_0208,Hartford Avenue Elementary,Traditional Public,50.3,Meets Few Expectations,431,16.5,55.6,NA,37,61,NA,NA,NA,NA,1
2021-22,3619_0211,Hawley Environmental School,Traditional Public,51.9,Meets Few Expectations,283,25.3,51.8,NA,NA,60.3,NA,NA,NA,NA,1
2021-22,3619_0212,Hawthorne Elementary,Traditional Public,55.4,Meets Few Expectations,243,15,58.4,NA,NA,59.6,NA,NA,NA,NA,1
2021-22,3619_0214,Hayes Bilingual School,Traditional Public,68.4,Meets Expectations,647,26.6,74.6,NA,61.1,72.9,NA,NA,NA,NA,1
2021-22,3619_0217,Hi-Mount Elementary,Traditional Public,57.7,Meets Few Expectations,168,11.9,65.1,NA,NA,51.5,NA,NA,NA,NA,1
2021-22,3619_0852,Highland Community School,Non-Instrumentality Charter,75.2,Exceeds Expectations,422,50.5,83,NA,76.7,81.4,NA,NA,NA,NA,1
2021-22,3619_0218,Holmes Elementary,Traditional Public,54.1,Meets Few Expectations,256,9.7,63.2,NA,42.9,57.6,NA,NA,NA,NA,1
2021-22,3619_0334,Honey Creek Elementary,Instrumentality Charter,56.9,Meets Few Expectations,355,52.4,48,NA,NA,82.3,NA,NA,NA,NA,1
2021-22,3619_0253,Hopkins Lloyd Community School,Traditional Public,17.2,Fails to Meet Expectations,126,9.3,NA,NA,NA,40.8,NA,NA,NA,NA,1
2021-22,3619_0223,Humboldt Park Elementary,Traditional Public,73.4,Exceeds Expectations,546,47.4,80.3,NA,61.6,77.8,NA,NA,NA,NA,1
2021-22,3619_0165,IDEAL Individualized Developmental Educational Approaches to Learning,Instrumentality Charter,73.2,Exceeds Expectations,229,41.7,79.3,NA,64.3,77.6,NA,NA,NA,NA,1
2021-22,3619_0377,Jackson Elementary,Traditional Public,45.8,Fails to Meet Expectations,245,7.6,48,NA,NA,51.3,NA,NA,NA,NA,1
2021-22,3619_0409,James Madison Academic Campus,Traditional Public,37.9,Fails to Meet Expectations,648,5.8,38.5,NA,NA,48.8,NA,NA,NA,NA,1
2021-22,3619_0232,Kagel Elementary,Traditional Public,71.2,Exceeds Expectations,211,19.8,77.4,NA,NA,69.8,NA,NA,NA,NA,1
2021-22,3619_0235,Keefe Avenue Elementary,Traditional Public,18.8,Fails to Meet Expectations,163,8.5,NA,NA,NA,49.6,NA,NA,NA,NA,1
2021-22,3619_0237,Kilbourn Elementary,Traditional Public,73.2,Exceeds Expectations,231,28,80.3,NA,NA,67.6,NA,NA,NA,NA,1
