school_year,dpi_true_id,school_name,accurate_agency_type,overall_score,overall_rating,school_enrollment,sch_ach,sch_growth,sch_cg,sch_tgo,sch_ot,cfc_score,cfc_rating,cfc_ssm_score,cfc_ssm_rating,cfc_milwaukee_indicator
2015-16,8110_0100,21st Century Preparatory School,2r/2x Charter,68.3,Meets Expectations,445,41,65.1,65.5,NA,82.5,NA,NA,NA,NA,0
2015-16,0000_1701,A Promise of Hope Academy,Private,NA,Not Rated*,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2015-16,0007_0020,Abbotsford Elementary,Traditional Public,74.5,Exceeds Expectations,377,51.9,68.9,78.7,NA,84.7,NA,NA,NA,NA,0
2015-16,0007_0040,Abbotsford Middle/Senior High,Traditional Public,73.4,Exceeds Expectations,336,58.6,65.1,75.8,NA,90.1,NA,NA,NA,NA,0
2015-16,0000_1652,Academy of Excellence,Private,NA,Not Rated*,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2015-16,0014_0130,Adams-Friendship Elementary,Traditional Public,62.4,Meets Few Expectations,458,55.1,48.9,66.7,NA,83.8,NA,NA,NA,NA,0
2015-16,0014_0040,Adams-Friendship High,Traditional Public,54.3,Meets Few Expectations,489,40.7,NA,60.2,NA,94.9,NA,NA,NA,NA,0
2015-16,0014_0210,Adams-Friendship Middle,Traditional Public,60.9,Meets Few Expectations,354,54.9,53.6,72,NA,84.3,NA,NA,NA,NA,0
2015-16,0014_0140,Grand Marsh Elementary,Traditional Public,77.5,Exceeds Expectations,153,65,79.4,71.8,NA,82.1,NA,NA,NA,NA,0
2015-16,0014_0200,Roche-A-Cri Elementary,Traditional Public,80.3,Exceeds Expectations,113,64.6,79.4,77,NA,88.4,NA,NA,NA,NA,0
2015-16,0063_0060,Albany Community Middle,Instrumentality Charter,55.6,Meets Few Expectations,102,60.5,27.1,46.1,NA,84.7,NA,NA,NA,NA,0
2015-16,0063_0020,Albany Elementary,Traditional Public,65.6,Meets Expectations,124,66.1,47,NA,NA,91.9,NA,NA,NA,NA,0
2015-16,0063_0040,Albany High,Traditional Public,65.2,Meets Expectations,112,60.9,NA,NA,NA,82.3,NA,NA,NA,NA,0
2015-16,0070_0020,Algoma Elementary,Traditional Public,70.9,Meets Expectations,392,70.4,53.7,74.4,NA,90.2,NA,NA,NA,NA,0
2015-16,0070_0040,Algoma High,Traditional Public,77.1,Exceeds Expectations,333,75.4,67.9,76.2,NA,88.2,NA,NA,NA,NA,0
2015-16,0084_0020,Alma Elementary,Traditional Public,74.3,Exceeds Expectations,177,68.5,64.2,76.7,NA,87.1,NA,NA,NA,NA,0
2015-16,0084_0040,Alma High,Traditional Public,NA,Alternate Rating - Satisfactory Progress,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-16,0091_0080,Lincoln Elementary,Traditional Public,76.9,Exceeds Expectations,350,66.1,84.1,57.7,NA,87.2,NA,NA,NA,NA,0
2015-16,0091_0060,Lincoln High,Traditional Public,56.9,Meets Few Expectations,194,56.1,NA,38.4,NA,95.5,NA,NA,NA,NA,0
2015-16,0091_0070,Lincoln Junior High,Traditional Public,55.6,Meets Few Expectations,90,57.6,34.7,57.8,NA,87,NA,NA,NA,NA,0
2015-16,0105_0020,Almond Elementary,Traditional Public,66.2,Meets Expectations,137,63.9,62.2,45.7,NA,93.3,NA,NA,NA,NA,0
2015-16,0105_0040,Almond High,Traditional Public,69.1,Meets Expectations,219,60.4,71.8,53.1,NA,88,NA,NA,NA,NA,0
2015-16,0112_0040,Altoona High,Traditional Public,75.6,Exceeds Expectations,430,72.7,NA,68,NA,96.5,NA,NA,NA,NA,0
2015-16,0112_0100,Altoona Intermediate,Traditional Public,66.1,Meets Expectations,249,59.6,58.4,NA,NA,95.5,NA,NA,NA,NA,0
2015-16,0112_0060,Altoona Middle,Traditional Public,79.3,Exceeds Expectations,323,74.9,92.7,75.6,NA,90.8,NA,NA,NA,NA,0
2015-16,0112_0080,Pedersen Elementary,Traditional Public,72.5,Meets Expectations,607,76.3,NA,56,NA,91.7,NA,NA,NA,NA,0
2015-16,0119_0040,Amery High,Traditional Public,69.7,Meets Expectations,465,67.1,NA,59.8,NA,94.8,NA,NA,NA,NA,0
2015-16,0119_0050,Amery Intermediate,Traditional Public,78,Exceeds Expectations,349,73.9,74.6,72.5,NA,90.7,NA,NA,NA,NA,0
2015-16,0119_0060,Amery Middle,Traditional Public,85.5,Significantly Exceeds Expectations,336,85.5,92.5,68.9,NA,93.5,NA,NA,NA,NA,0
2015-16,0119_0020,Lien Elementary,Traditional Public,NA,Alternate Rating - Satisfactory Progress,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-16,0140_0070,Antigo High,Traditional Public,53.5,Meets Few Expectations,801,54.3,NA,46.9,NA,90.1,NA,NA,NA,NA,0
2015-16,0140_0050,Antigo Middle,Traditional Public,77.6,Exceeds Expectations,522,56.2,79.3,74.6,NA,85.8,NA,NA,NA,NA,0
2015-16,0140_0080,Crestwood Elementary,Traditional Public,75.4,Exceeds Expectations,117,71.3,67,NA,NA,96,NA,NA,NA,NA,0
2015-16,0140_0100,East Elementary,Traditional Public,71.9,Meets Expectations,146,49.2,63.2,74.9,NA,88.9,NA,NA,NA,NA,0
2015-16,0140_0160,Mattoon Elementary,Traditional Public,79.1,Exceeds Expectations,204,56.8,70.8,89.8,NA,92.3,NA,NA,NA,NA,0
2015-16,0140_0180,North Elementary,Traditional Public,74.7,Exceeds Expectations,187,45.2,75.6,67.8,NA,85.7,NA,NA,NA,NA,0
2015-16,0140_0200,Pleasant View Elementary,Traditional Public,91.1,Significantly Exceeds Expectations,100,83.9,87,100,NA,92.3,NA,NA,NA,NA,0
2015-16,0140_0260,Spring Valley Elementary,Traditional Public,65.2,Meets Expectations,118,77.2,66,33.9,NA,92.5,NA,NA,NA,NA,0
2015-16,0140_0280,West Elementary,Traditional Public,49.9,Fails to Meet Expectations,213,47.7,44.2,23.8,NA,86.7,NA,NA,NA,NA,0
2015-16,0147_0155,Appleton Bilingual School,Instrumentality Charter,69.6,Meets Expectations,148,50,69.8,NA,NA,84.8,NA,NA,NA,NA,0
2015-16,0147_0450,Appleton Career Academy,Instrumentality Charter,66.5,Meets Expectations,111,59,NA,NA,NA,96.5,NA,NA,NA,NA,0
2015-16,0147_0400,Appleton Central High,Instrumentality Charter,NA,Alternate Rating - Satisfactory Progress,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-16,0147_0440,Appleton eSchool,Instrumentality Charter,NA,Alternate Rating - Satisfactory Progress,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-16,0147_0145,Appleton Public Montessori,Instrumentality Charter,80,Exceeds Expectations,158,78.9,63.2,NA,NA,91.9,NA,NA,NA,NA,0
2015-16,0147_0490,Appleton Technical Academy,Instrumentality Charter,NA,Alternate Rating - Needs Improvement,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-16,0147_0060,Badger Elementary,Traditional Public,67.3,Meets Expectations,329,58.7,52.7,74.3,NA,87.3,NA,NA,NA,NA,0
2015-16,0147_0220,Berry Elementary,Traditional Public,78.2,Exceeds Expectations,454,83.6,67.9,61.3,NA,92.2,NA,NA,NA,NA,0
2015-16,0147_0110,Classical School,Instrumentality Charter,91.2,Significantly Exceeds Expectations,477,94.5,98.2,79.5,NA,94,NA,NA,NA,NA,0
2015-16,0147_0080,Columbus Elementary,Traditional Public,68.5,Meets Expectations,154,56.3,57.5,72.9,NA,86.5,NA,NA,NA,NA,0
2015-16,0147_0020,East High,Traditional Public,56.3,Meets Few Expectations,1348,62.1,NA,57.1,NA,93.1,NA,NA,NA,NA,0
2015-16,0147_0100,Edison Elementary,Traditional Public,72.5,Meets Expectations,275,66.5,61.3,76.1,NA,87.8,NA,NA,NA,NA,0
2015-16,0147_0120,Einstein Middle,Traditional Public,74.2,Exceeds Expectations,547,74.2,60.4,66.7,NA,92.3,NA,NA,NA,NA,0
2015-16,0147_0130,Ferber Elementary,Traditional Public,76.9,Exceeds Expectations,606,71.5,75.5,72.2,NA,88.8,NA,NA,NA,NA,0
2015-16,0147_0135,Fox River Academy,Instrumentality Charter,73.4,Exceeds Expectations,78,71.3,65.1,NA,NA,96,NA,NA,NA,NA,0
2015-16,0147_0160,Franklin Elementary,Traditional Public,69.6,Meets Expectations,377,66.1,52.7,73.7,NA,90.5,NA,NA,NA,NA,0
2015-16,0147_0180,Highlands Elementary,Traditional Public,75.6,Exceeds Expectations,583,56.8,80.3,65.5,NA,85.6,NA,NA,NA,NA,0
2015-16,0147_0190,Horizons Elementary,Traditional Public,72.9,Meets Expectations,358,60,70.8,65.7,NA,87.5,NA,NA,NA,NA,0
2015-16,0147_0195,Houdini Elementary,Traditional Public,69.7,Meets Expectations,596,73.6,77.4,58.7,NA,89.9,NA,NA,NA,NA,0
2015-16,0147_0200,Huntley Elementary,Traditional Public,69.9,Meets Expectations,739,71,68.9,50.2,NA,89.3,NA,NA,NA,NA,0
2015-16,0147_0240,Jefferson Elementary,Traditional Public,63.5,Meets Expectations,354,62.9,49,60.5,NA,88.9,NA,NA,NA,NA,0
2015-16,0147_0260,Johnston Elementary,Traditional Public,72.9,Meets Expectations,488,64.1,66,74.9,NA,85.9,NA,NA,NA,NA,0
2015-16,0147_0250,Kaleidoscope Academy,Instrumentality Charter,70.7,Meets Expectations,347,80.4,60.3,84,NA,92.5,NA,NA,NA,NA,0
2015-16,0147_0280,Lincoln Elementary,Traditional Public,82.2,Exceeds Expectations,385,58.6,81.2,88.4,NA,86.1,NA,NA,NA,NA,0
2015-16,0147_0300,Madison Middle,Traditional Public,66,Meets Expectations,666,63.3,53.7,59.3,NA,89.9,NA,NA,NA,NA,0
2015-16,0147_0320,McKinley Elementary,Traditional Public,86.3,Significantly Exceeds Expectations,538,63.4,97.3,80.6,NA,88.4,NA,NA,NA,NA,0
2015-16,0147_0030,North High,Traditional Public,69.3,Meets Expectations,1613,79.9,NA,58.9,NA,93.9,NA,NA,NA,NA,0
2015-16,0147_0210,Odyssey-Magellan,Instrumentality Charter,99,Significantly Exceeds Expectations,171,100,98.2,NA,NA,97.1,NA,NA,NA,NA,0
2015-16,0147_0420,Renaissance School,Instrumentality Charter,84.6,Significantly Exceeds Expectations,199,81.3,NA,NA,NA,97.6,NA,NA,NA,NA,0
2015-16,0147_0340,Richmond Elementary,Traditional Public,78.4,Exceeds Expectations,287,72.5,66,84.2,NA,91.9,NA,NA,NA,NA,0
2015-16,0147_0360,Roosevelt Middle,Traditional Public,54.5,Meets Few Expectations,201,38.9,49.9,59.3,NA,81.8,NA,NA,NA,NA,0
2015-16,0147_0150,Stephen Foster Elementary Charter,Instrumentality Charter,72.5,Meets Expectations,306,54.7,73.6,64.6,NA,88,NA,NA,NA,NA,0
2015-16,0147_0430,Tesla Engineering Charter School,Instrumentality Charter,98.7,Significantly Exceeds Expectations,132,98.4,NA,NA,NA,100,NA,NA,NA,NA,0
2015-16,0147_0460,Valley New School,Instrumentality Charter,67.3,Meets Expectations,65,67.3,NA,NA,NA,92.4,NA,NA,NA,NA,0
2015-16,0147_0040,West High,Traditional Public,64.4,Meets Expectations,1070,64.2,NA,63.4,NA,91.8,NA,NA,NA,NA,0
2015-16,0147_0410,Wilson Middle,Traditional Public,54.9,Meets Few Expectations,401,47.1,49.8,57.5,NA,83.7,NA,NA,NA,NA,0
2015-16,0147_0850,Wisconsin Connections Academy,Instrumentality Charter,73.8,Exceeds Expectations,618,71.5,61.3,85.9,NA,74.5,NA,NA,NA,NA,0
2015-16,0000_0071,Aquinas High,Private,NA,Not Rated*,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-16,0000_0070,Aquinas Middle School,Private,NA,Not Rated*,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-16,0154_0020,Arcadia El,Traditional Public,69.2,Meets Expectations,887,60.1,57.5,73.7,NA,87.3,NA,NA,NA,NA,0
2015-16,0154_0040,Arcadia High,Traditional Public,62,Meets Few Expectations,349,58.5,NA,49.6,NA,93.9,NA,NA,NA,NA,0
2015-16,0161_0020,Argyle Elementary,Traditional Public,71.6,Meets Expectations,136,63.9,59.4,75.3,NA,88.2,NA,NA,NA,NA,0
2015-16,0161_0040,Argyle High,Traditional Public,61.2,Meets Few Expectations,171,62.1,53.7,43.1,NA,84.8,NA,NA,NA,NA,0
2015-16,2450_0020,Arrowhead High,Traditional Public,82.4,Exceeds Expectations,2222,91.3,NA,65.9,NA,97.8,NA,NA,NA,NA,0
2015-16,0170_0400,Ashland Charter High School,Instrumentality Charter,NA,Alternate Rating - Needs Improvement,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-16,0170_0130,Ashland Elementary Charter School,Instrumentality Charter,70.1,Meets Expectations,69,75,60.3,NA,NA,89.9,NA,NA,NA,NA,0
2015-16,0170_0020,Ashland High,Traditional Public,47.8,Fails to Meet Expectations,630,55.4,NA,55.1,NA,93,NA,NA,NA,NA,0
2015-16,0170_0030,Ashland Middle,Traditional Public,69.9,Meets Expectations,415,59.1,66.1,64,NA,84.9,NA,NA,NA,NA,0
2015-16,0170_0060,Lake Superior Intermediate,Traditional Public,57,Meets Few Expectations,324,53.4,40.4,60.5,NA,84.1,NA,NA,NA,NA,0
2015-16,0170_0080,Lake Superior Primary,Traditional Public,NA,Alternate Rating - Satisfactory Progress,405,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-16,0170_0120,Marengo Valley Elementary,Traditional Public,70.2,Meets Expectations,190,83.1,44.2,91.7,NA,93.1,NA,NA,NA,NA,0
2015-16,0170_0250,Oredocker Project School,Instrumentality Charter,39.3,Fails to Meet Expectations,66,43.3,39.4,NA,NA,77.8,NA,NA,NA,NA,0
2015-16,0182_0020,Ashwaubenon High,Traditional Public,67.8,Meets Expectations,1058,70.4,NA,51.8,NA,94.8,NA,NA,NA,NA,0
2015-16,0182_0045,Parkview Middle,Traditional Public,68.6,Meets Expectations,700,71.4,49,62.9,NA,90.1,NA,NA,NA,NA,0
2015-16,0182_0050,Pioneer Elementary,Traditional Public,76,Exceeds Expectations,480,77,88.9,69.9,NA,91.1,NA,NA,NA,NA,0
2015-16,0182_0060,Valley View Elementary,Traditional Public,77.2,Exceeds Expectations,693,73.9,84,57.7,NA,90.2,NA,NA,NA,NA,0
2015-16,0000_1307,Assumption High School,Private,NA,Not Rated*,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-16,0000_1198,Assumption Middle,Private,NA,Not Rated*,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-16,0196_0020,Athens Elementary,Traditional Public,68.8,Meets Expectations,158,67.5,51.8,70.1,NA,88.8,NA,NA,NA,NA,0
2015-16,0196_0040,Athens High,Traditional Public,64.4,Meets Expectations,191,55.9,NA,NA,NA,98.3,NA,NA,NA,NA,0
2015-16,0196_0060,Athens Middle,Traditional Public,63.7,Meets Expectations,69,60.1,49.8,58.6,NA,88.5,NA,NA,NA,NA,0
2015-16,0000_1263,Atlas Preparatory Academy,Private,NA,Not Rated*,770,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2015-16,0000_1301,Atonement Lutheran School,Private,NA,Not Rated*,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2015-16,0203_0040,Auburndale Elementary,Traditional Public,76.3,Exceeds Expectations,405,76.3,47,91.6,NA,93.2,NA,NA,NA,NA,0
2015-16,0203_0060,Auburndale High,Traditional Public,67.6,Meets Expectations,439,61,67,52,NA,90.4,NA,NA,NA,NA,0
2015-16,0217_0020,Augusta Elementary,Traditional Public,78.6,Exceeds Expectations,297,69.4,72.6,82.3,NA,88.7,NA,NA,NA,NA,0
2015-16,0217_0040,Augusta High,Traditional Public,68.2,Meets Expectations,144,62.6,NA,NA,NA,90.6,NA,NA,NA,NA,0
2015-16,0217_0200,Augusta Middle School,Traditional Public,61.9,Meets Few Expectations,124,64.6,51.8,48.4,NA,87.2,NA,NA,NA,NA,0
2015-16,0217_0410,Wildlands Charter School,Instrumentality Charter,74.5,Exceeds Expectations,64,68.1,NA,NA,NA,100,NA,NA,NA,NA,0
2015-16,0231_0040,Baldwin-Woodville High,Traditional Public,62.4,Meets Few Expectations,475,67.2,NA,41.7,NA,94.1,NA,NA,NA,NA,0
2015-16,0231_0070,Greenfield Elementary,Traditional Public,87.3,Significantly Exceeds Expectations,745,86.4,73.7,90.9,NA,93.4,NA,NA,NA,NA,0
2015-16,0231_0090,Viking Middle,Traditional Public,72.7,Meets Expectations,468,68.3,48,77.9,NA,87.8,NA,NA,NA,NA,0
2015-16,0245_0020,Bangor Elementary,Traditional Public,83.5,Significantly Exceeds Expectations,281,81.1,70.8,90.8,NA,92.4,NA,NA,NA,NA,0
2015-16,0245_0040,Bangor Middle/High,Traditional Public,76.9,Exceeds Expectations,304,70.7,75.5,70.4,NA,91.7,NA,NA,NA,NA,0
2015-16,0280_0180,Al Behrman Elementary,Traditional Public,73.4,Exceeds Expectations,348,69.4,63.2,76.6,NA,89.3,NA,NA,NA,NA,0
2015-16,0280_0040,Baraboo High,Traditional Public,66.3,Meets Expectations,999,66.2,NA,53.9,NA,91.1,NA,NA,NA,NA,0
2015-16,0280_0060,East Elementary,Traditional Public,67.6,Meets Expectations,367,70.2,51.8,66.5,NA,89.1,NA,NA,NA,NA,0
2015-16,0280_0020,Jack Young Middle School,Traditional Public,69.4,Meets Expectations,658,68.2,58.4,64.6,NA,89.3,NA,NA,NA,NA,0
2015-16,0280_0140,North Freedom Elementary,Traditional Public,69.4,Meets Expectations,124,71.3,53.7,70.1,NA,87.9,NA,NA,NA,NA,0
2015-16,0280_0110,Willson Elementary,Traditional Public,75,Exceeds Expectations,337,73.6,69.9,69.3,NA,88.5,NA,NA,NA,NA,0
2015-16,0287_0020,Barneveld Elementary,Traditional Public,77.6,Exceeds Expectations,239,72.9,73.6,NA,NA,91.3,NA,NA,NA,NA,0
2015-16,0287_0040,Barneveld High,Traditional Public,70.2,Meets Expectations,216,66,49.9,69.8,NA,86.9,NA,NA,NA,NA,0
2015-16,0308_0810,Advanced Learning Academy of Wisconsin,Non-Instrumentality Charter,NA,Alternate Rating - Needs Improvement,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-16,0308_0020,Almena Elementary,Traditional Public,80.1,Exceeds Expectations,79,74.9,NA,NA,NA,95.6,NA,NA,NA,NA,0
2015-16,0308_0100,Barron Area Montessori School,Instrumentality Charter,NA,Alternate Rating - Needs Improvement,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-16,0308_0030,Barron High,Traditional Public,62.7,Meets Few Expectations,365,45.6,NA,63.6,NA,95.1,NA,NA,NA,NA,0
2015-16,0308_0120,Ridgeland-Dallas Elementary,Traditional Public,87.9,Significantly Exceeds Expectations,65,85.6,NA,NA,NA,94.6,NA,NA,NA,NA,0
2015-16,0308_0140,Riverview Middle,Traditional Public,69.3,Meets Expectations,370,55.4,67.9,62.9,NA,84.3,NA,NA,NA,NA,0
2015-16,0308_0160,Woodland Elementary,Traditional Public,71.1,Meets Expectations,352,59.9,52.7,88.9,NA,88.7,NA,NA,NA,NA,0
2015-16,0315_0020,Bayfield Elementary,Traditional Public,44.1,Fails to Meet Expectations,168,47.3,28,55.8,NA,80.7,NA,NA,NA,NA,0
2015-16,0315_0040,Bayfield High,Traditional Public,40.6,Fails to Meet Expectations,127,38.3,NA,33.8,NA,83.9,NA,NA,NA,NA,0
2015-16,0315_0030,Bayfield Middle,Traditional Public,69.2,Meets Expectations,84,43.5,68.9,67,NA,79.9,NA,NA,NA,NA,0
2015-16,0315_0060,La Pointe Elementary,Traditional Public,NA,Alternate Rating - Satisfactory Progress,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-16,0336_0040,Beaver Dam High,Traditional Public,74.6,Exceeds Expectations,1042,65.2,NA,73.8,NA,94.9,NA,NA,NA,NA,0
2015-16,0336_0020,Beaver Dam Middle,Traditional Public,64.8,Meets Expectations,757,62.4,52.8,60.5,NA,86.7,NA,NA,NA,NA,0
2015-16,0336_0850,Don Smith Learning Academy,Traditional Public,NA,Alternate Rating - Satisfactory Progress,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-16,0336_0080,Jefferson Elementary,Traditional Public,81.2,Exceeds Expectations,331,67.1,77.5,86.1,NA,85.6,NA,NA,NA,NA,0
2015-16,0336_0100,Lincoln Elementary,Traditional Public,74.8,Exceeds Expectations,223,67.3,62.2,84.2,NA,89.7,NA,NA,NA,NA,0
2015-16,0336_0110,Prairie View Elementary,Traditional Public,83.8,Significantly Exceeds Expectations,461,85.1,86.8,73.4,NA,89.5,NA,NA,NA,NA,0
2015-16,0336_0120,South Beaver Dam Elementary,Traditional Public,90.3,Significantly Exceeds Expectations,142,76,92.5,91,NA,90.6,NA,NA,NA,NA,0
2015-16,0336_0160,Washington Elementary,Traditional Public,90.2,Significantly Exceeds Expectations,249,88.4,90.8,86.5,NA,94.1,NA,NA,NA,NA,0
2015-16,0336_0180,Wilson Elementary,Traditional Public,90.2,Significantly Exceeds Expectations,354,88.6,82.2,98.9,NA,93.4,NA,NA,NA,NA,0
2015-16,4263_0040,Pembine Elementary,Traditional Public,57.6,Meets Few Expectations,133,55.8,49.9,43.6,NA,85.7,NA,NA,NA,NA,0
2015-16,4263_0060,Pembine High,Traditional Public,59.9,Meets Few Expectations,111,67.2,41.3,57.2,NA,91.4,NA,NA,NA,NA,0
2015-16,0000_1303,Believers in Christ Acad,Private,NA,Not Rated*,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
2015-16,0350_0020,Belleville Elementary,Traditional Public,NA,Alternate Rating - Satisfactory Progress,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-16,0350_0040,Belleville High,Traditional Public,77,Exceeds Expectations,268,71.7,NA,NA,NA,98.3,NA,NA,NA,NA,0
2015-16,0350_0100,Belleville Intermediate,Traditional Public,79.6,Exceeds Expectations,354,77.9,69.8,76.8,NA,92.4,NA,NA,NA,NA,0
2015-16,0350_0060,Belleville Middle,Traditional Public,70.8,Meets Expectations,151,67.4,53.7,68.9,NA,89.5,NA,NA,NA,NA,0
2015-16,0364_0020,Belmont Elementary,Traditional Public,70,Meets Expectations,210,64.1,67.9,59.6,NA,88.4,NA,NA,NA,NA,0
2015-16,0364_0040,Belmont High,Traditional Public,60.7,Meets Few Expectations,171,59.1,65.1,33.8,NA,84.7,NA,NA,NA,NA,0
2015-16,0413_0020,Aldrich Intermediate,Traditional Public,58.5,Meets Few Expectations,518,42.6,47.1,56.7,NA,83.8,NA,NA,NA,NA,0
2015-16,0413_0421,Beloit Learning Academy,Traditional Public,NA,Alternate Rating - Satisfactory Progress,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-16,0413_0850,Beloit Virtual School,Traditional Public,NA,Alternate Rating - Satisfactory Progress,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-16,0413_0060,Converse Elementary,Traditional Public,85.4,Significantly Exceeds Expectations,416,71.7,NA,97.7,NA,87.3,NA,NA,NA,NA,0
2015-16,0413_0080,Cunningham Intermediate,Traditional Public,59.8,Meets Few Expectations,632,40.5,52.8,52.9,NA,83,NA,NA,NA,NA,0
2015-16,0413_0170,Fran Fruzen Intermediate School,Traditional Public,NA,Alternate Rating - Satisfactory Progress,601,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-16,0413_0110,Gaston Elementary,Traditional Public,60.6,Meets Few Expectations,422,45.7,NA,60.3,NA,83.3,NA,NA,NA,NA,0
2015-16,0413_0120,Hackett Elementary,Traditional Public,54.8,Meets Few Expectations,435,35.8,NA,55.6,NA,82.1,NA,NA,NA,NA,0
2015-16,0413_0180,McNeel Intermediate,Traditional Public,63.3,Meets Expectations,690,44.9,53.7,65.8,NA,81.8,NA,NA,NA,NA,0
2015-16,0413_0200,Memorial High,Traditional Public,58.2,Meets Few Expectations,1790,41.3,NA,57.8,NA,92.8,NA,NA,NA,NA,0
2015-16,0413_0210,Merrill Elementary,Traditional Public,53.5,Meets Few Expectations,254,38,NA,50.3,NA,81.7,NA,NA,NA,NA,0
2015-16,0413_0260,Robinson Elementary,Traditional Public,61.4,Meets Few Expectations,438,52.3,NA,54.5,NA,85.2,NA,NA,NA,NA,0
2015-16,0413_0410,Roy Chapman Andrews Academy,Instrumentality Charter,NA,Alternate Rating - Satisfactory Progress,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-16,0413_0320,Todd Elementary,Traditional Public,66.6,Meets Expectations,502,53.3,NA,68.6,NA,83.7,NA,NA,NA,NA,0
2015-16,0422_0060,Powers Elementary,Traditional Public,NA,Alternate Rating - Satisfactory Progress,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-16,0422_0100,Townview Elementary,Traditional Public,79.6,Exceeds Expectations,328,73.7,83.1,71,NA,89.1,NA,NA,NA,NA,0
2015-16,0422_0020,Turner High,Traditional Public,75.3,Exceeds Expectations,464,64.4,NA,75.4,NA,97,NA,NA,NA,NA,0
2015-16,0422_0120,Turner Middle,Traditional Public,70.8,Meets Expectations,353,68.2,59.4,67,NA,90.8,NA,NA,NA,NA,0
2015-16,0427_0020,Benton Elementary,Traditional Public,64.8,Meets Expectations,120,83.5,58.5,25.7,NA,93,NA,NA,NA,NA,0
2015-16,0427_0040,Benton High,Traditional Public,62.8,Meets Few Expectations,121,71.5,39.5,NA,NA,83.1,NA,NA,NA,NA,0
2015-16,0434_0040,Berlin High,Traditional Public,66.1,Meets Expectations,567,57.1,NA,61.6,NA,93.3,NA,NA,NA,NA,0
2015-16,0434_0080,Berlin Middle,Traditional Public,67.4,Meets Expectations,349,55.9,66.1,58.6,NA,85.2,NA,NA,NA,NA,0
2015-16,0434_0060,Clay Lamberton Elementary,Traditional Public,74.2,Exceeds Expectations,694,64.4,66,75.3,NA,90.2,NA,NA,NA,NA,0
2015-16,0000_0230,Bethlehem Lutheran Grade Sch,Private,NA,Not Rated*,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-16,6013_0020,Big Foot High,Traditional Public,68.9,Meets Expectations,499,62.3,NA,62.5,NA,94.8,NA,NA,NA,NA,0
2015-16,0441_0450,Birchwood Blue Hills Charter School,Instrumentality Charter,NA,Alternate Rating - Satisfactory Progress,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-16,0441_0020,Birchwood Elementary,Traditional Public,74.6,Exceeds Expectations,111,64.5,67,78.2,NA,87.2,NA,NA,NA,NA,0
2015-16,0441_0040,Birchwood High,Traditional Public,57.2,Meets Few Expectations,76,46.5,NA,NA,NA,100,NA,NA,NA,NA,0
2015-16,0441_0210,Birchwood Middle,Traditional Public,76.8,Exceeds Expectations,64,62.4,83.1,71,NA,85.1,NA,NA,NA,NA,0
2015-16,0441_0130,Birchwood Public Montessori,Instrumentality Charter,62.2,Meets Few Expectations,46,54.2,NA,NA,NA,94,NA,NA,NA,NA,0
2015-16,0441_0800,Bobcat Virtual Academy,Instrumentality Charter,NA,Alternate Rating - Satisfactory Progress,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015-16,2240_0160,Black Hawk Elementary,Traditional Public,76.3,Exceeds Expectations,208,78,69.9,68.9,NA,91.7,NA,NA,NA,NA,0
2015-16,2240_0020,Black Hawk High,Traditional Public,55.9,Meets Few Expectations,115,45.8,NA,NA,NA,96.1,NA,NA,NA,NA,0
2015-16,2240_0040,Black Hawk Middle,Traditional Public,63.7,Meets Expectations,67,67.9,40.4,67.3,NA,87.4,NA,NA,NA,NA,0
2015-16,0476_0040,Black River Falls High,Traditional Public,58.2,Meets Few Expectations,516,51.3,NA,48.6,NA,91.3,NA,NA,NA,NA,0
